Languedoc-Roussillon,2000,0.0384
Languedoc-Roussillon,2001,0.0458
Languedoc-Roussillon,2002,0.0251
Languedoc-Roussillon,2003,0.079
Languedoc-Roussillon,2004,0.0652
Languedoc-Roussillon,2005,0.0294
Languedoc-Roussillon,2006,0.0555
Languedoc-Roussillon,2007,0.0524
Languedoc-Roussillon,2008,0.0551
Limousin,1984,0.0017
Limousin,1985,0.0291
Limousin,1986,0.0361
Limousin,1987,0.0309
Limousin,1988,0.0492
Limousin,1989,0.044
Limousin,1990,0.0021
Limousin,1991,0.0186
Limousin,1992,0.024
Limousin,1993,0.0622
Limousin,1994,0.042
Limousin,1995,0.0898
Limousin,1996,0.1064
Limousin,1997,0.0816
Limousin,1998,0.0444
Limousin,1999,0.0595
Limousin,2000,0.0313
Limousin,2001,0.0477
Limousin,2002,0.0431
Limousin,2003,0.0793
Limousin,2004,0.0516
Limousin,2005,0.0483
Limousin,2006,0.0707
Limousin,2007,0.0784
Limousin,2008,0.1528
Lorraine,1984,0.0294
Lorraine,1985,0.0528
Lorraine,1986,0.0373
Lorraine,1987,0.0268
Lorraine,1988,0.0607
Lorraine,1989,0.0628
Lorraine,1990,0.0222
Lorraine,1991,0.0218
Lorraine,1992,0.0317
Lorraine,1993,0.045
Lorraine,1994,0.0202
Lorraine,1995,0.0566
Lorraine,1996,0.0602
Lorraine,1997,0.0489
Lorraine,1998,0.0441
Lorraine,1999,0.0275
Lorraine,2000,0.0155
Lorraine,2001,0.0339
Lorraine,2002,0.029
Lorraine,2003,0.0365
Lorraine,2004,0.0618
Lorraine,2005,0.0589
Lorraine,2006,0.0236
Lorraine,2007,0.0411
Lorraine,2008,0.0288
Midi-Pyrénées,1984,0.0607
Midi-Pyrénées,1985,0.0627
Midi-Pyrénées,1986,0.0549
Midi-Pyrénées,1987,0.0542
Midi-Pyrénées,1988,0.0801
Midi-Pyrénées,1989,0.0628
Midi-Pyrénées,1990,0.0106
Midi-Pyrénées,1991,0.0326
Midi-Pyrénées,1992,0.0431
Midi-Pyrénées,1993,0.0737
Midi-Pyrénées,1994,0.0247
Midi-Pyrénées,1995,0.0519
Midi-Pyrénées,1996,0.0727
Midi-Pyrénées,1997,0.0402
Midi-Pyrénées,1998,0.0674
Midi-Pyrénées,1999,0.0572
Midi-Pyrénées,2000,0.0194
Midi-Pyrénées,2001,0.0281
Midi-Pyrénées,2002,0.0281
Midi-Pyrénées,2003,0.0343
Midi-Pyrénées,2004,0.0423
Midi-Pyrénées,2005,0.0153
Midi-Pyrénées,2006,0.0273
Midi-Pyrénées,2007,0.0247
Midi-Pyrénées,2008,0.0424
Nord-Pas-de-Calais,1984,0.0839
Nord-Pas-de-Calais,1985,0.0868
Nord-Pas-de-Calais,1986,0.0423
Nord-Pas-de-Calais,1987,0.04
Nord-Pas-de-Calais,1988,0.068
Nord-Pas-de-Calais,1989,0.0614
Nord-Pas-de-Calais,1990,0.0284
Nord-Pas-de-Calais,1991,0.0383
Nord-Pas-de-Calais,1992,0.0547
Nord-Pas-de-Calais,1993,0.0542
Nord-Pas-de-Calais,1994,0.0283
Nord-Pas-de-Calais,1995,0.0796
Nord-Pas-de-Calais,1996,0.0421
Nord-Pas-de-Calais,1997,0.0462
Nord-Pas-de-Calais,1998,0.0555
Nord-Pas-de-Calais,1999,0.0835
Nord-Pas-de-Calais,2000,0.058
Nord-Pas-de-Calais,2001,0.032
Nord-Pas-de-Calais,2002,0.0326
Nord-Pas-de-Calais,2003,0.043
Nord-Pas-de-Calais,2004,0.0687
Nord-Pas-de-Calais,2005,0.0237
Nord-Pas-de-Calais,2006,0.0559
Nord-Pas-de-Calais,2007,0.0547
Nord-Pas-de-Calais,2008,0.0856
Pays-de-la-Loire,1984,0.0608
Pays-de-la-Loire,1985,0.0371
Pays-de-la-Loire,1986,0.0274
Pays-de-la-Loire,1987,0.0443
Pays-de-la-Loire,1988,0.0954
